job_title,education_level,experience_years,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Analyst,PhD,19,18,Government,Medium,UK,Hybrid,3,173953
Cybersecurity Analyst,PhD,13,2,Finance,Small,Germany,Hybrid,1,157269
Systems analyst,Diploma,20,6,Education,Medium,UK,Hybrid,0,156280
Risk analyst,Master,6,7,Healthcare,Medium,UK,Hybrid,4,159826
Statistician,Diploma,17,15,Government,Enterprise,Australia,No,3,150200
Cybersecurity Analyst,Bachelor,12,2,Government,Medium,Germany,Yes,5,157219
Math teacher,High School,16,5,Technology,Small,Singapore,No,2,133633
Cybersecurity Analyst,Master,20,14,Retail,Large,USA,Hybrid,2,245974
Operations research analyst,PhD,15,6,Finance,Enterprise,Australia,No,3,223594
Operations research analyst,High School,19,9,Telecom,Medium,Netherlands,No,5,172021
Actuary,PhD,8,12,Retail,Small,Remote,No,3,156488
Software Engineer,Diploma,3,1,Telecom,Large,Singapore,No,4,107388
Statistician,PhD,4,14,Manufacturing,Startup,Netherlands,No,4,109476
Math teacher,High School,15,12,Government,Enterprise,Remote,Hybrid,2,178669
AI researcher,Bachelor,7,11,Healthcare,Startup,Canada,Hybrid,4,127533
Cybersecurity Analyst,High School,8,6,Government,Enterprise,UK,Hybrid,5,162968
Operations research analyst,High School,17,12,Government,Small,Netherlands,Hybrid,1,149959
Operations research analyst,Master,11,19,Education,Startup,Canada,Yes,1,195748
Data Scientist,Bachelor,17,16,Consulting,Large,Germany,No,0,178700
Data Scientist,High School,12,16,Retail,Medium,Sweden,Hybrid,2,134460
Data Scientist,Master,3,12,Manufacturing,Small,USA,No,4,151945
Cybersecurity Analyst,Master,0,4,Manufacturing,Large,India,Yes,5,87271
Statistician,PhD,19,4,Government,Medium,USA,Hybrid,4,191170
Actuary,High School,14,18,Manufacturing,Medium,Germany,Yes,2,180183
Risk analyst,Bachelor,1,8,Consulting,Startup,UK,Hybrid,0,114460
Systems analyst,Bachelor,13,16,Retail,Startup,Canada,Hybrid,4,142453
Financial modeler,Master,7,14,Education,Enterprise,Germany,No,2,182305
Actuary,Master,14,7,Consulting,Medium,Germany,Yes,0,190023
Statistician,Bachelor,5,16,Healthcare,Medium,Remote,Yes,4,105633
Financial modeler,Master,5,2,Media,Medium,Germany,No,0,135142
AI researcher,Master,4,16,Healthcare,Startup,Sweden,No,4,109512
Actuary,Master,16,16,Education,Small,Remote,Hybrid,3,172854
Systems analyst,High School,15,18,Manufacturing,Startup,India,Hybrid,5,83082
Cybersecurity Analyst,Bachelor,0,18,Manufacturing,Medium,Netherlands,Yes,5,122491
Statistician,PhD,20,14,Healthcare,Startup,Canada,Hybrid,3,158168
Software Engineer,Master,2,17,Technology,Enterprise,Netherlands,Hybrid,1,134429
Actuary,PhD,3,1,Finance,Medium,USA,Yes,2,186862
Financial modeler,Diploma,10,15,Consulting,Medium,Canada,Yes,4,171981
Systems analyst,Master,17,14,Technology,Startup,India,No,4,95436
Operations research analyst,Diploma,16,12,Government,Large,Sweden,Yes,5,192529
Data Scientist,PhD,1,17,Finance,Enterprise,Germany,Yes,1,176966
Software Engineer,High School,10,9,Consulting,Enterprise,Netherlands,Hybrid,1,126033
Systems analyst,Master,15,3,Finance,Startup,UK,Yes,2,148104
Risk analyst,High School,8,12,Consulting,Startup,Australia,No,2,109239
Software Engineer,PhD,9,5,Consulting,Small,Remote,No,1,124786
Cybersecurity Analyst,PhD,13,13,Government,Enterprise,Sweden,No,1,201505
Actuary,PhD,9,13,Telecom,Large,Germany,Yes,5,212498
Risk analyst,Diploma,5,2,Finance,Startup,Sweden,No,4,100968
Math teacher,High School,12,6,Telecom,Startup,Netherlands,Yes,1,126783
Data Analyst,High School,4,7,Telecom,Enterprise,Australia,No,1,95616
Statistician,Bachelor,12,12,Retail,Small,Netherlands,No,0,104719
Actuary,PhD,18,12,Government,Small,Canada,Hybrid,1,212819
Software Engineer,PhD,7,19,Government,Startup,Singapore,Yes,2,135798
Financial modeler,Diploma,19,19,Telecom,Startup,Remote,Yes,1,147298
Operations research analyst,PhD,13,18,Technology,Startup,Singapore,No,0,170344
AI researcher,Bachelor,6,8,Retail,Medium,India,Yes,4,79088
Financial modeler,Bachelor,2,6,Consulting,Enterprise,Singapore,Yes,4,139338
Risk analyst,Master,3,10,Healthcare,Startup,Sweden,Yes,5,114190
AI researcher,High School,5,18,Education,Large,Netherlands,No,1,122289
Statistician,Diploma,18,15,Education,Enterprise,USA,Hybrid,5,216161
Systems analyst,Bachelor,20,15,Manufacturing,Small,Netherlands,Hybrid,3,144518
Statistician,Bachelor,12,2,Government,Medium,Remote,No,0,101343
Risk analyst,PhD,6,3,Manufacturing,Medium,Singapore,Yes,0,145888
Financial modeler,High School,13,11,Media,Medium,Sweden,Hybrid,0,131576
Risk analyst,PhD,2,5,Manufacturing,Medium,India,Yes,5,96151
Actuary,Diploma,18,16,Media,Medium,Sweden,Hybrid,4,161657
Systems analyst,PhD,3,1,Technology,Enterprise,USA,No,3,179131
AI researcher,Bachelor,6,6,Manufacturing,Startup,Australia,Yes,1,104126
Financial modeler,Diploma,13,9,Technology,Large,Singapore,Yes,4,151484
Cybersecurity Analyst,Master,14,17,Retail,Medium,USA,No,5,221780
Data Scientist,Master,17,5,Manufacturing,Medium,Sweden,Yes,0,155663
Data Scientist,High School,18,7,Consulting,Small,Sweden,No,4,129037
Cybersecurity Analyst,PhD,17,4,Government,Startup,Sweden,Hybrid,2,152908
Cybersecurity Analyst,Master,1,17,Education,Medium,Sweden,Yes,4,136984
Software Engineer,PhD,10,6,Technology,Enterprise,Sweden,Hybrid,3,173977
Actuary,Diploma,7,15,Media,Medium,Australia,Yes,1,141781
Math teacher,High School,14,11,Education,Medium,USA,No,4,189295
Math teacher,High School,14,18,Retail,Enterprise,Singapore,Yes,1,182865
Statistician,Master,13,1,Retail,Enterprise,Remote,Yes,3,142907
Actuary,PhD,16,16,Telecom,Medium,Singapore,Hybrid,2,180291
Cybersecurity Analyst,Diploma,18,16,Consulting,Small,India,Hybrid,4,104198
Systems analyst,Master,3,12,Retail,Medium,Australia,Hybrid,2,113581
Data Analyst,Master,19,19,Technology,Small,Germany,No,0,154828
Financial modeler,Master,19,14,Healthcare,Startup,India,No,3,108800
Math teacher,PhD,8,5,Manufacturing,Small,Canada,No,3,165154
Data Scientist,High School,14,10,Manufacturing,Small,Netherlands,Yes,1,125652
Financial modeler,Master,4,10,Manufacturing,Startup,USA,Hybrid,3,157109
Risk analyst,Diploma,13,10,Media,Enterprise,UK,No,1,192437
Risk analyst,PhD,8,3,Technology,Startup,Remote,No,2,135129
Risk analyst,High School,17,14,Healthcare,Enterprise,Singapore,Hybrid,5,172267
Risk analyst,Diploma,4,13,Technology,Large,India,Yes,0,99021
Actuary,Bachelor,15,14,Telecom,Large,Sweden,Hybrid,2,184310
Software Engineer,PhD,18,19,Finance,Large,Canada,Yes,0,227646
Data Analyst,PhD,16,12,Consulting,Enterprise,UK,No,2,199342
Operations research analyst,Bachelor,19,10,Retail,Small,India,Hybrid,5,123797
Risk analyst,Master,4,12,Government,Startup,Singapore,Hybrid,3,119160
Financial modeler,Master,15,12,Manufacturing,Small,Netherlands,Yes,5,165247
Math teacher,Bachelor,0,5,Education,Small,Singapore,Yes,3,112601
Financial modeler,Master,1,1,Consulting,Enterprise,USA,Yes,5,195657
Data Scientist,PhD,6,13,Media,Enterprise,Australia,No,1,168345
Cybersecurity Analyst,PhD,16,6,Telecom,Small,Netherlands,Yes,2,158500
Financial modeler,PhD,6,4,Government,Large,USA,No,1,194049
Software Engineer,PhD,18,15,Manufacturing,Small,UK,Yes,2,181038
Data Scientist,High School,6,13,Finance,Medium,Netherlands,No,2,110979
Cybersecurity Analyst,Diploma,20,19,Media,Enterprise,Singapore,Yes,0,197537
AI researcher,Diploma,20,11,Manufacturing,Enterprise,India,Hybrid,4,121054
Cybersecurity Analyst,PhD,17,9,Finance,Startup,Sweden,Hybrid,0,148002
Data Analyst,High School,14,6,Government,Enterprise,Australia,Yes,1,125009
Math teacher,Diploma,0,5,Telecom,Enterprise,Netherlands,Hybrid,5,131732
Data Scientist,PhD,15,1,Government,Startup,Germany,No,3,151937
Systems analyst,Bachelor,7,2,Telecom,Medium,Netherlands,No,1,102727
Actuary,High School,16,8,Finance,Small,Sweden,Yes,5,147868
Risk analyst,PhD,8,17,Finance,Large,Singapore,Yes,5,172120
Cybersecurity Analyst,Master,20,5,Finance,Small,USA,Hybrid,2,201405
Risk analyst,Master,11,13,Retail,Enterprise,Sweden,Yes,2,182277
Risk analyst,PhD,13,9,Education,Enterprise,Remote,Yes,4,203051
Software Engineer,PhD,7,16,Healthcare,Large,Australia,No,5,165665
AI researcher,Bachelor,1,13,Government,Small,Australia,No,0,93447
Statistician,Master,19,1,Education,Medium,Australia,Yes,2,134752
Risk analyst,Bachelor,1,12,Retail,Small,India,No,4,79977
Operations research analyst,High School,13,7,Consulting,Medium,India,Yes,0,111111
AI researcher,Master,3,17,Government,Small,Australia,No,2,115060
Financial modeler,PhD,9,18,Telecom,Small,Singapore,Yes,0,155938
Statistician,Diploma,18,2,Government,Enterprise,Singapore,Yes,2,151221
Operations research analyst,Master,6,16,Retail,Startup,Singapore,No,3,142965
Cybersecurity Analyst,High School,15,3,Healthcare,Small,Netherlands,Hybrid,3,125167
AI researcher,PhD,17,10,Retail,Enterprise,Canada,Hybrid,5,239425
Financial modeler,Diploma,14,2,Manufacturing,Medium,Germany,Yes,2,148009
Statistician,PhD,17,13,Technology,Startup,Canada,No,1,166061
Actuary,PhD,6,13,Telecom,Medium,UK,Yes,3,184565
Math teacher,High School,17,5,Healthcare,Startup,Germany,Yes,0,144370
Risk analyst,Bachelor,14,18,Government,Enterprise,Canada,No,5,226025
Financial modeler,PhD,11,4,Education,Enterprise,Remote,Hybrid,4,180059
Data Scientist,Bachelor,14,15,Consulting,Small,Netherlands,Yes,1,144005
Data Analyst,PhD,5,12,Government,Small,UK,No,0,122962
Systems analyst,High School,13,5,Finance,Small,Germany,No,1,123132
Data Scientist,High School,17,7,Retail,Startup,Canada,Hybrid,4,163056
Math teacher,Master,14,12,Healthcare,Small,Sweden,No,2,155895
Systems analyst,High School,8,5,Manufacturing,Large,Sweden,No,4,111352
Data Scientist,Bachelor,0,2,Consulting,Medium,UK,Hybrid,1,110875
Systems analyst,PhD,6,7,Retail,Startup,Germany,Yes,3,127726
Software Engineer,Diploma,13,12,Government,Large,India,Hybrid,2,101348
Actuary,Bachelor,15,5,Retail,Large,UK,Hybrid,0,183615
Actuary,Bachelor,14,11,Telecom,Medium,Canada,Hybrid,3,190339
Math teacher,Bachelor,18,3,Manufacturing,Large,India,No,1,120338
Financial modeler,Bachelor,19,3,Healthcare,Startup,UK,No,3,150092
Data Scientist,PhD,14,4,Consulting,Medium,Germany,No,4,176473
Software Engineer,Master,19,11,Retail,Enterprise,Canada,No,5,237723
AI researcher,PhD,0,9,Technology,Enterprise,Sweden,Hybrid,4,148266
Systems analyst,PhD,2,13,Consulting,Small,Netherlands,No,3,108838
Actuary,Master,20,7,Consulting,Medium,Netherlands,No,1,177861
AI researcher,PhD,8,2,Education,Medium,Remote,Hybrid,3,125008
Risk analyst,Bachelor,5,6,Telecom,Startup,Remote,No,4,109103
Statistician,Bachelor,10,1,Government,Enterprise,Australia,No,1,114965
Systems analyst,PhD,10,16,Telecom,Large,Australia,No,3,156801
Cybersecurity Analyst,Master,9,17,Technology,Enterprise,Remote,Hybrid,4,184250
Statistician,Diploma,3,14,Finance,Enterprise,India,No,5,71667
Operations research analyst,PhD,6,8,Consulting,Startup,Sweden,Yes,5,158005
Math teacher,Diploma,15,17,Consulting,Medium,Netherlands,Hybrid,3,165581
AI researcher,Master,0,12,Healthcare,Medium,India,Hybrid,0,71653
Risk analyst,Master,10,12,Technology,Small,Sweden,Yes,5,145856
Data Scientist,Diploma,9,4,Healthcare,Small,Netherlands,Hybrid,2,112011
AI researcher,Master,15,9,Telecom,Small,Remote,Yes,4,140235
Data Scientist,PhD,1,1,Retail,Medium,USA,No,4,158040
Statistician,High School,7,2,Manufacturing,Startup,Netherlands,No,0,78399
AI researcher,Diploma,7,10,Retail,Large,Singapore,Hybrid,5,130159
Risk analyst,Bachelor,20,9,Manufacturing,Enterprise,Singapore,Yes,1,201428
Data Analyst,PhD,9,16,Media,Large,Canada,Hybrid,2,173700
Software Engineer,Bachelor,0,6,Retail,Enterprise,Singapore,No,1,115814
Software Engineer,High School,14,1,Telecom,Large,USA,Hybrid,4,180215
Financial modeler,High School,18,4,Technology,Startup,Remote,Hybrid,3,133433
Systems analyst,PhD,2,13,Telecom,Large,Australia,No,3,135859
Risk analyst,Bachelor,9,9,Manufacturing,Medium,UK,Hybrid,5,152406
Software Engineer,PhD,12,18,Retail,Startup,UK,Yes,5,170524
Risk analyst,Bachelor,14,18,Consulting,Small,Australia,Hybrid,2,140028
Software Engineer,PhD,6,6,Telecom,Startup,Germany,Yes,4,148770
Financial modeler,Master,4,2,Healthcare,Enterprise,USA,No,2,190813
Risk analyst,Master,5,11,Technology,Medium,UK,Yes,1,156420
AI researcher,Diploma,5,19,Consulting,Startup,India,Hybrid,0,72065
Cybersecurity Analyst,PhD,19,10,Government,Startup,India,No,0,106949
Operations research analyst,High School,5,16,Media,Enterprise,Netherlands,No,2,169395
Actuary,Diploma,19,2,Education,Small,USA,Hybrid,0,189546
Systems analyst,Master,17,15,Manufacturing,Startup,India,No,0,86451
Operations research analyst,High School,4,11,Finance,Startup,Sweden,Hybrid,0,109222
Statistician,High School,18,12,Manufacturing,Large,Germany,No,3,146903
Cybersecurity Analyst,High School,0,19,Technology,Enterprise,Germany,No,1,132084
Data Scientist,Master,14,16,Healthcare,Enterprise,Remote,Hybrid,3,196397
Cybersecurity Analyst,High School,7,16,Retail,Large,Germany,Hybrid,3,147315
Risk analyst,Master,13,10,Media,Medium,USA,No,3,201506
AI researcher,Master,12,13,Media,Medium,Singapore,No,2,133916
Actuary,Bachelor,14,7,Consulting,Medium,Sweden,No,3,152816
Cybersecurity Analyst,Master,3,6,Finance,Medium,USA,Yes,3,169287
Systems analyst,Bachelor,4,17,Education,Medium,Singapore,Hybrid,4,112154
Financial modeler,PhD,14,12,Education,Medium,India,Hybrid,2,116300
Cybersecurity Analyst,Master,12,18,Retail,Enterprise,India,No,2,125752
Actuary,Bachelor,3,5,Government,Enterprise,Netherlands,Hybrid,3,150278
Systems analyst,Bachelor,13,7,Telecom,Enterprise,USA,Yes,3,206693
Systems analyst,Diploma,12,11,Finance,Large,Singapore,No,4,136317
Cybersecurity Analyst,Diploma,7,18,Telecom,Medium,Remote,No,1,124139
Risk analyst,Diploma,14,19,Healthcare,Medium,Germany,Yes,2,170085
Financial modeler,Bachelor,6,18,Media,Small,Singapore,Yes,1,133183
Systems analyst,Diploma,16,1,Healthcare,Enterprise,USA,Hybrid,5,202336
Data Analyst,PhD,18,12,Technology,Startup,Germany,No,2,144084
Data Scientist,PhD,12,17,Consulting,Large,India,Hybrid,5,116647
Statistician,Diploma,14,11,Government,Startup,Singapore,Hybrid,1,98121
Operations research analyst,Master,5,2,Consulting,Medium,Remote,Yes,5,154585
Actuary,PhD,12,6,Finance,Large,Australia,Hybrid,2,180008
Risk analyst,Diploma,12,17,Healthcare,Small,Sweden,Hybrid,2,134501
Data Scientist,Master,12,3,Technology,Startup,Singapore,Yes,3,139830
Operations research analyst,High School,0,19,Telecom,Small,Germany,No,1,136196
AI researcher,PhD,2,1,Retail,Medium,Sweden,No,1,111623
AI researcher,PhD,11,7,Manufacturing,Medium,Netherlands,Yes,1,141597
Financial modeler,High School,19,8,Education,Startup,Germany,Yes,2,155064
Statistician,PhD,17,8,Education,Startup,Sweden,Hybrid,4,132859
Cybersecurity Analyst,High School,3,16,Education,Enterprise,UK,Yes,1,160905
Risk analyst,Bachelor,20,7,Technology,Large,Remote,Hybrid,1,175695
Risk analyst,PhD,14,5,Telecom,Startup,Australia,Yes,1,146349
Data Analyst,Diploma,3,3,Education,Medium,Netherlands,No,4,84181
Actuary,Master,11,8,Consulting,Small,Australia,Hybrid,5,149748
Data Analyst,Bachelor,0,15,Telecom,Medium,Sweden,Yes,5,92887
Financial modeler,Bachelor,20,9,Education,Small,UK,Yes,1,167501
Math teacher,Bachelor,14,17,Healthcare,Large,India,Hybrid,5,116882
Statistician,Bachelor,16,6,Healthcare,Enterprise,India,Hybrid,1,97557
Math teacher,High School,11,18,Manufacturing,Small,Australia,Hybrid,4,134663
Data Analyst,High School,15,3,Government,Large,Sweden,Hybrid,2,107513
Cybersecurity Analyst,PhD,17,19,Finance,Medium,UK,Yes,1,198107
Software Engineer,PhD,15,9,Education,Startup,UK,Hybrid,3,161869
Actuary,Bachelor,7,5,Manufacturing,Enterprise,Singapore,No,0,159418
Software Engineer,High School,6,14,Consulting,Medium,Netherlands,Hybrid,5,121057
Math teacher,Bachelor,9,10,Retail,Medium,USA,No,2,175537
Statistician,Diploma,0,5,Telecom,Medium,Australia,No,2,70001
Data Analyst,Diploma,4,18,Retail,Small,Sweden,No,4,90655
Math teacher,Bachelor,20,12,Technology,Startup,Canada,No,0,182130
Cybersecurity Analyst,Diploma,4,15,Manufacturing,Startup,Germany,Yes,0,121280
Software Engineer,Master,5,8,Government,Enterprise,Singapore,Hybrid,3,151407
Systems analyst,Master,6,9,Technology,Enterprise,Netherlands,No,3,137514
Operations research analyst,PhD,8,17,Manufacturing,Startup,Canada,No,0,192044
Systems analyst,PhD,12,1,Education,Small,Sweden,Hybrid,2,136450
Actuary,Bachelor,5,2,Media,Enterprise,Germany,No,4,171780
Statistician,High School,3,10,Healthcare,Large,Netherlands,No,4,92951
Software Engineer,Master,13,13,Healthcare,Startup,Sweden,Yes,2,129253
Software Engineer,PhD,15,10,Finance,Startup,Singapore,Hybrid,5,152362
Data Analyst,Diploma,16,4,Retail,Large,Sweden,No,0,123002
Statistician,Bachelor,10,4,Manufacturing,Startup,Canada,No,0,104866
Software Engineer,PhD,8,10,Technology,Large,Canada,Yes,1,189098
Math teacher,Master,12,13,Education,Enterprise,USA,No,0,236717
Math teacher,Diploma,4,6,Finance,Enterprise,UK,Yes,1,162809
Risk analyst,PhD,17,7,Retail,Enterprise,Netherlands,Yes,2,206225
Risk analyst,PhD,16,10,Finance,Enterprise,USA,Yes,4,278497
Data Scientist,High School,4,15,Technology,Medium,Germany,Yes,3,121217
Systems analyst,Master,0,13,Healthcare,Enterprise,Australia,Hybrid,0,117015
Risk analyst,Bachelor,14,9,Consulting,Large,India,Yes,5,127299
Actuary,Bachelor,15,3,Retail,Large,Germany,No,1,184811
Risk analyst,High School,6,10,Retail,Small,Netherlands,No,0,107752
Data Scientist,Bachelor,16,1,Technology,Large,Sweden,No,1,143544
Math teacher,Diploma,9,9,Finance,Startup,Sweden,No,4,124193
Statistician,Master,16,17,Retail,Enterprise,Singapore,No,1,170705
Financial modeler,High School,7,1,Technology,Medium,Germany,Yes,1,123774
Data Scientist,High School,15,11,Finance,Small,UK,Yes,4,150199
Cybersecurity Analyst,High School,10,7,Retail,Small,Remote,Yes,1,117325
Systems analyst,High School,16,19,Consulting,Startup,Canada,Yes,4,146757
Systems analyst,PhD,15,6,Manufacturing,Large,Netherlands,Yes,0,165908
Cybersecurity Analyst,Diploma,13,2,Technology,Small,Australia,Hybrid,2,120853
Statistician,Bachelor,3,2,Telecom,Startup,Canada,Hybrid,0,80518
Cybersecurity Analyst,High School,8,5,Retail,Enterprise,USA,No,4,188015
Systems analyst,Diploma,6,1,Finance,Large,Australia,No,5,114438
Data Analyst,High School,3,7,Retail,Medium,USA,Yes,1,100575
Data Scientist,PhD,6,4,Government,Enterprise,Netherlands,No,3,174213
AI researcher,Master,15,16,Consulting,Enterprise,Singapore,Hybrid,2,188144
Statistician,High School,4,13,Finance,Startup,Australia,Hybrid,4,91707
Risk analyst,Master,12,6,Government,Small,Canada,Yes,1,165238
Statistician,Master,7,17,Finance,Startup,Singapore,Yes,4,108499
Statistician,High School,9,4,Consulting,Medium,Remote,No,1,95063
Operations research analyst,PhD,11,5,Healthcare,Enterprise,Germany,Yes,4,241831
Cybersecurity Analyst,Master,3,15,Manufacturing,Large,Remote,No,4,144088
Data Scientist,Master,14,18,Education,Medium,Sweden,Yes,4,168005
Cybersecurity Analyst,Diploma,20,17,Manufacturing,Enterprise,Sweden,No,2,187150
